personality,University name,Z-core,Degree Name,District,O/L Maths ,O/L Science,O/L  English ,A/L Combine Maths,A/L Bio,A/L Physics ,A/L Chemistry,Public/Private
Open,Moratuwa,1.878,Engineering,Colombo,A,A,B,A,,A,A,Public
Open,Moratuwa,1.872,Engineering,Galle,A,A,B,A,,A,A,Public
Open,Moratuwa,1.872,Engineering,Galle,A,A,B,A,,A,A,Public
Open,Moratuwa,1.873,Engineering,Galle,A,A,B,A,,A,A,Public
Open,Moratuwa,1.972,Engineering,Galle,A,A,B,A,,A,A,Public
Open,Moratuwa,1.975,Engineering,Galle,A,A,B,A,,A,A,Public
Open,Moratuwa,1.876,Engineering,Galle,A,A,B,A,,A,A,Public
Open,Moratuwa,1.875,Engineering,Galle,A,A,B,A,,A,A,Public
Open,Moratuwa,1.876,Engineering,Galle,A,A,B,A,,A,A,Public
Open,Moratuwa,1.874,Engineering,Galle,A,A,B,A,,A,A,Public
Open,Moratuwa,1.876,Engineering,Galle,A,A,B,A,,A,A,Public
Open,Moratuwa,1.872,Engineering,Matara,A,A,B,A,,A,A,Public
Open,Moratuwa,1.878,Engineering,Matara,A,A,B,A,,A,A,Public
Open,Moratuwa,1.872,Engineering,Matara,A,A,C,A,,A,A,Public
Open,Moratuwa,1.872,Engineering,Matara,A,A,C,A,,A,A,Public
Conscientiousness,Moratuwa,1.873,Engineering,Matara,A,A,C,A,,A,A,Public
Conscientiousness,Moratuwa,1.876,Engineering,Matara,A,A,A,A,,A,A,Public
Conscientiousness,Moratuwa,1.873,Engineering,Matara,A,A,A,A,,A,A,Public
Conscientiousness,Moratuwa,1.876,Engineering,Matara,A,A,A,A,,A,A,Public
Conscientiousness,Moratuwa,1.875,Engineering,Matara,A,A,A,A,,A,A,Public
Conscientiousness,Moratuwa,1.876,Engineering,Matara,A,A,A,A,,A,A,Public
Conscientiousness,Moratuwa,1.878,Engineering,Hambantota,A,A,A,A,,A,A,Public
Conscientiousness,Moratuwa,1.876,Engineering,Hambantota,A,A,A,A,,A,A,Public
Conscientiousness,Moratuwa,1.846,Engineering,Hambantota,A,A,A,A,,A,A,Public
Conscientiousness,Moratuwa,1.872,Engineering,Hambantota,A,A,A,A,,A,A,Public
Conscientiousness,Moratuwa,1.877,Engineering,Hambantota,A,A,A,A,,A,A,Public
Conscientiousness,Moratuwa,1.876,Engineering,Hambantota,A,A,A,A,,A,A,Public
Conscientiousness,Moratuwa,1.877,Engineering,Rathnapura,A,A,A,A,,A,A,Public
Conscientiousness,Moratuwa,1.875,Engineering,Rathnapura,A,A,A,A,,A,A,Public
Conscientiousness,Moratuwa,1.876,Engineering,Rathnapura,A,A,A,A,,A,A,Public
Conscientiousness,Moratuwa,1.876,Engineering,Rathnapura,A,A,A,A,,A,A,Public
Conscientiousness,Moratuwa,1.876,Engineering,Rathnapura,A,A,A,A,,A,A,Public
Conscientiousness,Moratuwa,1.876,Engineering,Rathnapura,A,A,A,A,,A,A,Public
Conscientiousness,Moratuwa,1.874,Engineering,Rathnapura,A,A,A,A,,A,A,Public
Conscientiousness,Moratuwa,1.873,Engineering,Rathnapura,A,A,A,A,,A,A,Public
Conscientiousness,Moratuwa,1.873,Engineering,Gampaha,A,A,A,A,,A,A,Public
Conscientiousness,Moratuwa,1.876,Engineering,Gampaha,A,A,A,A,,A,A,Public
Conscientiousness,Moratuwa,1.875,Engineering,Gampaha,A,A,A,A,,A,A,Public
Conscientiousness,Moratuwa,1.876,Engineering,Gampaha,A,A,A,A,,A,A,Public
Conscientiousness,Moratuwa,1.878,Engineering,Gampaha,A,A,A,A,,A,A,Public
Conscientiousness,Moratuwa,1.876,Engineering,Gampaha,A,A,A,A,,A,A,Public
Conscientiousness,Moratuwa,1.846,Engineering,Gampaha,A,A,B,A,,A,A,Public
Conscientiousness,Moratuwa,1.872,Engineering,Gampaha,A,A,B,A,,A,A,Public
Conscientiousness,Moratuwa,1.892,Engineering,Anuradhapura,A,A,B,A,,A,A,Public
Conscientiousness,Moratuwa,1.893,Engineering,Anuradhapura,A,A,B,A,,A,A,Public
Conscientiousness,Moratuwa,1.894,Engineering,Anuradhapura,A,A,B,A,,A,A,Public
Conscientiousness,Moratuwa,1.895,Engineering,Anuradhapura,A,A,B,A,,A,A,Public
Conscientiousness,Moratuwa,1.893,Engineering,Anuradhapura,A,A,B,A,,A,A,Public
Conscientiousness,Moratuwa,1.894,Engineering,Anuradhapura,A,A,B,A,,A,A,Public
Conscientiousness,Moratuwa,1.897,Engineering,Anuradhapura,A,A,B,A,,A,A,Public
Conscientiousness,Moratuwa,1.893,Engineering,Anuradhapura,A,A,B,A,,A,A,Public
Conscientiousness,Moratuwa,1.896,Engineering,Anuradhapura,A,A,B,A,,A,A,Public
Conscientiousness,Moratuwa,1.873,Engineering,Monaragala,A,A,B,A,,A,A,Public
Conscientiousness,Moratuwa,1.874,Engineering,Monaragala,A,A,B,A,,A,A,Public
Conscientiousness,Moratuwa,1.875,Engineering,Monaragala,A,A,C,A,,A,A,Public
Conscientiousness,Moratuwa,1.876,Engineering,Monaragala,A,A,C,A,,A,A,Public
Conscientiousness,Moratuwa,1.877,Engineering,Monaragala,A,A,C,A,,A,A,Public
Conscientiousness,Moratuwa,1.877,Engineering,Monaragala,A,A,A,A,,A,A,Public
Conscientiousness,Moratuwa,1.876,Engineering,Monaragala,A,A,A,A,,B,A,Public
Conscientiousness,Moratuwa,1.873,Engineering,Monaragala,A,A,A,A,,B,A,Public
Conscientiousness,Moratuwa,1.874,Engineering,Monaragala,C,A,A,A,,B,A,Public
Conscientiousness,Moratuwa,1.631,IT,Colombo,A,A,A,A,,B,A,Public
Conscientiousness,Moratuwa,1.634,IT,Colombo,A,A,A,A,,B,A,Public
Conscientiousness,Moratuwa,1.634,IT,Colombo,A,A,A,A,,B,C,Public
Conscientiousness,Moratuwa,1.674,IT,Colombo,B,A,A,A,,B,C,Public
Conscientiousness,Moratuwa,1.678,IT,Colombo,A,A,A,A,,B,C,Public
Conscientiousness,Moratuwa,1.645,IT,Colombo,A,A,A,A,,B,C,Public
Conscientiousness,Moratuwa,1.647,IT,Colombo,A,A,A,A,,B,C,Public
Conscientiousness,Moratuwa,1.636,IT,Colombo,A,A,A,A,,B,C,Public
Open,Moratuwa,1.638,IT,Colombo,A,A,A,A,,B,C,Public
Open,Moratuwa,1.639,IT,Colombo,A,A,A,A,,B,C,Public
Open,Moratuwa,1.639,IT,Colombo,A,A,A,A,,B,C,Public
Open,Moratuwa,1.699,IT,Colombo,A,A,A,A,,B,C,Public
Open,Moratuwa,1.667,IT,Colombo,A,A,A,A,,B,C,Public
Conscientiousness,Moratuwa,1.689,IT,Galle,A,A,A,A,,B,C,Public
Conscientiousness,Moratuwa,1.637,IT,Galle,A,A,A,A,,B,C,Public
Conscientiousness,Moratuwa,1.639,IT,Galle,A,A,A,A,,B,C,Public
Open,Moratuwa,1.689,IT,Galle,A,A,A,A,,B,C,Public
Open,Moratuwa,1.678,IT,Galle,A,A,A,A,,B,C,Public
Open,Moratuwa,1.683,IT,Galle,A,A,A,A,,B,C,Public
Open,Moratuwa,1.639,IT,Galle,A,A,A,A,,B,C,Public
Open,Moratuwa,1.646,IT,Galle,A,A,A,A,,B,C,Public
Open,Moratuwa,1.667,IT,Galle,A,A,B,A,,B,C,Public
Open,Moratuwa,1.689,IT,Galle,A,A,B,B,,B,C,Public
Open,Moratuwa,1.634,IT,Matara,A,A,B,B,,B,C,Public
Open,Moratuwa,1.635,IT,Matara,A,A,B,B,,B,C,Public
Open,Moratuwa,1.636,IT,Matara,B,A,B,A,,B,C,Public
Conscientiousness,Moratuwa,1.684,IT,Matara,B,A,B,A,,B,C,Public
Conscientiousness,Moratuwa,1.639,IT,Matara,B,A,B,A,,B,C,Public
Conscientiousness,Moratuwa,1.638,IT,Matara,B,A,B,A,,B,C,Public
Conscientiousness,Moratuwa,1.638,IT,Matara,B,A,B,A,,B,C,Public
Conscientiousness,Moratuwa,1.634,IT,Matara,B,A,B,A,,B,C,Public
Conscientiousness,Moratuwa,1.646,IT,Matara,B,A,B,A,,B,C,Public
Conscientiousness,Moratuwa,1.647,IT,Matara,B,A,B,A,,B,C,Public
Conscientiousness,Moratuwa,1.631,IT,Hambantota,B,A,B,A,,B,C,Public
Conscientiousness,Moratuwa,1.634,IT,Hambantota,A,A,C,A,,B,C,Public
Conscientiousness,Moratuwa,1.636,IT,Hambantota,A,A,C,A,,B,C,Public
Conscientiousness,Moratuwa,1.654,IT,Hambantota,A,A,C,A,,B,C,Public
Open,Moratuwa,1.652,IT,Hambantota,A,A,A,A,,B,C,Public
Open,Moratuwa,1.638,IT,Hambantota,A,A,A,A,,B,C,Public
Open,Moratuwa,1.524,IT,Rathnapura,B,A,A,A,,B,C,Public
Open,Moratuwa,1.534,IT,Rathnapura,B,A,A,A,,B,C,Public
Open,Moratuwa,1.632,IT,Rathnapura,B,A,A,A,,B,C,Public
Open,Moratuwa,1.545,IT,Rathnapura,A,A,A,A,,B,C,Public
Conscientiousness,Moratuwa,1.538,IT,Rathnapura,A,A,A,A,,B,C,Public
Conscientiousness,Moratuwa,1.532,IT,Rathnapura,A,A,A,A,,B,C,Public
Conscientiousness,Moratuwa,1.538,IT,Rathnapura,B,A,A,A,,B,C,Public
Conscientiousness,Moratuwa,1.568,IT,Rathnapura,B,A,A,A,,B,C,Public
Open,Moratuwa,1.547,IT,Gampaha,B,A,A,A,,B,C,Public
Open,Moratuwa,1.548,IT,Gampaha,B,A,A,A,,B,C,Public
Open,Moratuwa,1.542,IT,Gampaha,B,A,A,A,,B,C,Public
Open,Moratuwa,1.543,IT,Gampaha,B,A,A,A,,B,C,Public
Open,Moratuwa,1.548,IT,Gampaha,A,A,A,A,,B,C,Public
Open,Moratuwa,1.598,IT,Gampaha,A,A,A,A,,B,C,Public
Conscientiousness,Moratuwa,1.587,IT,Gampaha,A,A,A,A,,B,C,Public
Conscientiousness,Moratuwa,1.578,IT,Gampaha,A,A,B,A,,B,C,Public
Conscientiousness,Moratuwa,1.442,IT,Anuradhapura,A,A,B,A,,B,C,Public
Conscientiousness,Moratuwa,1.421,IT,Anuradhapura,A,A,B,A,,B,C,Public
Conscientiousness,Moratuwa,1.433,IT,Anuradhapura,A,A,C,A,,B,C,Public
Conscientiousness,Moratuwa,1.446,IT,Anuradhapura,A,A,C,A,,B,C,Public
Conscientiousness,Moratuwa,1.482,IT,Anuradhapura,B,A,C,A,,B,C,Public
Conscientiousness,Moratuwa,1.483,IT,Anuradhapura,B,A,A,A,,B,C,Public
Conscientiousness,Moratuwa,1.472,IT,Anuradhapura,B,A,A,A,,B,C,Public
Conscientiousness,Moratuwa,1.467,IT,Anuradhapura,B,A,A,A,,B,C,Public
Conscientiousness,Moratuwa,1.468,IT,Anuradhapura,A,A,A,A,,B,C,Public
Open,Moratuwa,1.321,IT,Monaragala,A,A,A,A,,B,C,Public
Open,Moratuwa,1.345,IT,Monaragala,A,A,A,A,,B,C,Public
Open,Moratuwa,1.358,IT,Monaragala,A,A,A,A,,B,B,Public
Open,Moratuwa,1.346,IT,Monaragala,A,A,A,A,,B,B,Public
Conscientiousness,Moratuwa,1.423,IT,Monaragala,A,A,A,A,,B,B,Public
Conscientiousness,Moratuwa,1.346,IT,Monaragala,A,A,A,A,,B,B,Public
Conscientiousness,Moratuwa,1.346,IT,Monaragala,A,A,A,A,,B,B,Public
Conscientiousness,Moratuwa,1.346,IT,Monaragala,A,A,A,A,,B,B,Public
Conscientiousness,Moratuwa,1.364,IT,Monaragala,A,A,A,A,,B,B,Public
Conscientiousness,Moratuwa,1.242,Architecture,Colombo,A,A,A,A,,B,B,Public
Conscientiousness,Moratuwa,1.242,Architecture,Colombo,A,A,B,A,,B,B,Public
Conscientiousness,Moratuwa,1.247,Architecture,Colombo,A,A,B,A,,B,B,Public
Agreeableness,Moratuwa,1.245,Architecture,Colombo,A,A,B,A,,B,B,Public
Agreeableness,Moratuwa,1.345,Architecture,Colombo,A,A,B,A,,B,B,Public
Agreeableness,Moratuwa,1.269,Architecture,Colombo,A,A,B,A,,B,C,Public
Agreeableness,Moratuwa,1.279,Architecture,Colombo,A,A,B,A,,B,C,Public
Agreeableness,Moratuwa,1.289,Architecture,Colombo,A,A,B,A,,B,C,Public
Agreeableness,Moratuwa,1.279,Architecture,Colombo,A,A,C,A,,B,C,Public
Open,Moratuwa,1.289,Architecture,Colombo,A,A,C,A,,B,C,Public
Open,Moratuwa,1.273,Architecture,Colombo,A,A,C,A,,B,C,Public
Open,Moratuwa,1.236,Architecture,Colombo,A,A,C,A,,B,C,Public
Open,Moratuwa,1.364,Architecture,Colombo,A,A,A,A,,B,C,Public
Open,Moratuwa,0.983,Architecture,Galle,A,A,A,A,,B,C,Public
Open,Moratuwa,0.999,Architecture,Galle,A,A,A,A,,B,C,Public
Open,Moratuwa,1.123,Architecture,Galle,A,A,A,A,,B,C,Public
Agreeableness,Moratuwa,1.124,Architecture,Galle,A,A,A,A,,B,C,Public
Agreeableness,Moratuwa,1.124,Architecture,Galle,A,A,A,A,,B,C,Public
Agreeableness,Moratuwa,1.022,Architecture,Galle,A,A,A,A,,B,C,Public
Agreeableness,Moratuwa,1.033,Architecture,Galle,A,A,A,A,,B,C,Public
Agreeableness,Moratuwa,0.046,Architecture,Galle,A,A,A,A,,B,C,Public
Agreeableness,Moratuwa,0.987,Architecture,Galle,A,A,A,A,,B,C,Public
Agreeableness,Moratuwa,1.099,Architecture,Galle,A,A,A,A,,B,C,Public
Agreeableness,Moratuwa,0.926,Architecture,Matara,A,A,A,A,,B,C,Public
Open,Moratuwa,0.924,Architecture,Matara,A,A,B,A,,B,C,Public
Open,Moratuwa,0.948,Architecture,Matara,A,A,B,A,,B,C,Public
Open,Moratuwa,0.942,Architecture,Matara,A,A,B,A,,B,C,Public
Open,Moratuwa,0.953,Architecture,Matara,A,A,B,A,,B,C,Public
Open,Moratuwa,0.962,Architecture,Matara,A,A,A,A,,B,C,Public
Open,Moratuwa,0.964,Architecture,Matara,A,A,A,A,,B,C,Public
Agreeableness,Moratuwa,0.978,Architecture,Matara,A,A,A,A,,B,C,Public
Agreeableness,Moratuwa,0.987,Architecture,Matara,A,A,A,A,,B,C,Public
Agreeableness,Moratuwa,0.968,Architecture,Matara,A,A,A,A,,B,C,Public
Agreeableness,Moratuwa,0.356,Architecture,Anuradhapura,A,A,A,A,,B,C,Public
Agreeableness,Moratuwa,0.57,Architecture,Anuradhapura,A,A,A,A,,B,C,Public
Agreeableness,Moratuwa,0.368,Architecture,Anuradhapura,A,A,A,B,,B,C,Public
Agreeableness,Moratuwa,0.364,Architecture,Anuradhapura,A,A,A,B,,B,A,Public
Agreeableness,Moratuwa,0.348,Architecture,Anuradhapura,A,A,A,B,,B,A,Public
Agreeableness,Moratuwa,0.364,Architecture,Anuradhapura,A,A,A,B,,A,A,Public
Open,Moratuwa,0.461,Architecture,Rathnapura,A,A,A,B,,A,A,Public
Open,Moratuwa,0.462,Architecture,Rathnapura,A,A,A,B,,A,A,Public
Open,Moratuwa,0.483,Architecture,Rathnapura,A,A,C,B,,A,A,Public
Open,Moratuwa,0.469,Architecture,Rathnapura,A,A,B,B,,A,A,Public
Open,Moratuwa,0.478,Architecture,Rathnapura,A,A,B,B,,A,A,Public
Open,Moratuwa,0.492,Architecture,Rathnapura,A,A,B,B,,A,A,Public
Open,Moratuwa,0.472,Architecture,Rathnapura,A,A,B,B,,A,A,Public
Open,Moratuwa,0.436,Architecture,Rathnapura,A,A,B,B,,A,A,Public
Open,Moratuwa,1.056,Architecture,Gampaha,A,A,B,B,,A,A,Public
Open,Moratuwa,1.046,Architecture,Gampaha,A,A,B,B,,A,A,Public
Open,Moratuwa,1.076,Architecture,Gampaha,A,A,B,B,,A,A,Public
Open,Moratuwa,1.089,Architecture,Gampaha,A,A,B,A,,C,A,Public
Open,Moratuwa,1.078,Architecture,Gampaha,A,A,B,A,,C,A,Public
Open,Moratuwa,1.102,Architecture,Gampaha,A,A,B,A,,C,A,Public
Agreeableness,Moratuwa,1.106,Architecture,Gampaha,A,A,B,A,,C,A,Public
Agreeableness,Moratuwa,1.096,Architecture,Gampaha,A,A,B,A,,C,A,Public
Agreeableness,Moratuwa,1.069,Architecture,Anuradhapura,A,A,B,A,,C,A,Public
Agreeableness,Moratuwa,1.086,Architecture,Anuradhapura,A,A,B,A,,C,A,Public
Agreeableness,Moratuwa,1.102,Architecture,Anuradhapura,A,A,B,A,,C,A,Public
Agreeableness,Moratuwa,1.106,Architecture,Anuradhapura,A,A,B,A,,C,A,Public
Agreeableness,Moratuwa,1.096,Architecture,Anuradhapura,A,A,B,A,,C,A,Public
Agreeableness,Moratuwa,1.069,Architecture,Anuradhapura,A,A,B,B,,B,A,Public
Agreeableness,Moratuwa,1.086,Architecture,Anuradhapura,A,A,B,B,,B,A,Public
Agreeableness,Moratuwa,1.059,Architecture,Anuradhapura,A,A,B,B,,B,A,Public
Agreeableness,Moratuwa,1.068,Architecture,Anuradhapura,B,A,B,B,,B,A,Public
Agreeableness,Moratuwa,0.854,Architecture,Kalutara,B,A,A,B,,B,A,Public
Agreeableness,Moratuwa,0.856,Architecture,Kalutara,B,A,A,B,,B,A,Public
Agreeableness,Moratuwa,0.867,Architecture,Kalutara,B,A,A,B,,B,A,Public
Agreeableness,Moratuwa,0.869,Architecture,Kalutara,A,A,A,B,,B,A,Public
Agreeableness,Moratuwa,0.879,Architecture,Kalutara,A,A,A,B,,B,A,Public
Agreeableness,Moratuwa,0.876,Architecture,Kalutara,A,A,A,B,,B,A,Public
Agreeableness,Moratuwa,0.896,Architecture,Kalutara,A,A,A,B,,B,A,Public
Conscientiousness,Moratuwa,0.867,Architecture,Kalutara,A,A,A,B,,A,A,Public
Conscientiousness,Moratuwa,0.882,Architecture,Kalutara,A,A,A,B,,A,A,Public
Conscientiousness,Moratuwa,0.887,Architecture,Kalutara,A,A,A,B,,A,A,Public
Conscientiousness,Moratuwa,0.869,Architecture,Kalutara,A,A,A,B,,A,A,Public
Conscientiousness,Moratuwa,0.869,Architecture,Kalutara,A,A,A,B,,A,A,Public
Conscientiousness,Moratuwa,0.877,Architecture,Kalutara,A,A,A,B,,A,B,Public
Agreeableness,Ruhuna,1.301,Biological Science,Hambantota,B,B,A,F,F,A,A,Public
Agreeableness,Ruhuna,1.302,Biological Science,Colombo,A,A,A,F,A,A,C,Public
Agreeableness,Ruhuna,1.38,Biological Science,Colombo,C,C,C,,S,B,C,Public
Agreeableness,Ruhuna,1.38,Biological Science,Colombo,C,C,C,,S,B,C,Public
Conscientiousness,Ruhuna,1.922,Medicine,Colombo,A,A,S,,A,B,A,Public
Conscientiousness,Ruhuna,1.928,Medicine,Colombo,B,A,A,,A,A,B,Public
Conscientiousness,Ruhuna,1.892,Medicine,Colombo,A,A,A,,A,B,A,Public
Conscientiousness,Ruhuna,2.001,Medicine,Colombo,A,A,A,,A,B,A,Public
Conscientiousness,Ruhuna,2.003,Medicine,Colombo,A,B,A,,A,B,A,Public
Conscientiousness,Ruhuna,1.892,Medicine,Mathara,A,A,B,,A,A,A,Public
Conscientiousness,Ruhuna,1.802,Medicine,Galle,A,A,A,,A,B,B,Public
Conscientiousness,Ruhuna,1.801,Medicine,Mathara,B,A,A,,A,A,A,Public
Conscientiousness,Ruhuna,1.932,Medicine,Gampaha,A,A,B,,A,B,A,Public
Conscientiousness,Ruhuna,1.952,Medicine,Gampaha,A,A,B,,A,B,A,Public
Conscientiousness,Ruhuna,1.872,Medicine,Mathara,A,A,A,,A,A,B,Public
Conscientiousness,Ruhuna,1.832,Medicine,Mathara,A,A,A,,A,A,B,Public
Conscientiousness,Ruhuna,1.956,Medicine,Galle,A,A,A,,A,A,B,Public
Conscientiousness,Ruhuna,1.942,Medicine,Colombo,A,A,A,,A,A,A,Public
Conscientiousness,Ruhuna,1.904,Medicine,Gampaha,A,A,A,,A,A,B,Public
Conscientiousness,Ruhuna,1.759,Medicine,Hambantota,A,A,A,,A,A,B,Public
Conscientiousness,Ruhuna,1.901,Medicine,Gampaha,A,A,A,,A,B,B,Public
Conscientiousness,Ruhuna,2.001,Medicine,Colombo,A,A,A,,A,A,B,Public
Conscientiousness,Ruhuna,1.799,Medicine,Hambantota,A,A,A,,A,B,A,Public
Conscientiousness,Ruhuna,1.794,Medicine,Hambantota,A,A,A,,A,A,B,Public
Conscientiousness,Ruhuna,1.945,Medicine,Colombo,A,A,A,,A,B,A,Public
Conscientiousness,Ruhuna,1.895,Medicine,Kalutara,A,A,A,,A,B,A,Public
Conscientiousness,Ruhuna,1.832,Medicine,Monaragala,A,A,B,,B,A,B,Public
Conscientiousness,Ruhuna,1.892,Medicine,Monaragala,A,A,C,,B,A,A,Public
Agreeableness,Ruhuna,1.759,Medicine,Monaragala,A,A,C,,B,B,A,Public
Agreeableness,Ruhuna,1.899,Medicine,Monaragala,A,A,C,,B,A,B,Public
Agreeableness,Ruhuna,1.924,Medicine,Monaragala,A,A,S,,B,B,A,Public
Agreeableness,Ruhuna,1.799,Medicine,Monaragala,A,A,S,,B,A,B,Public
Agreeableness,Ruhuna,1.855,Medicine,Monaragala,A,A,A,,B,B,A,Public
Agreeableness,Ruhuna,1.834,Medicine,Monaragala,A,A,A,,B,A,B,Public
Agreeableness,Ruhuna,1.678,Medicine,Monaragala,A,A,A,,B,B,B,Public
Agreeableness,Ruhuna,1.699,Medicine,Monaragala,A,A,A,,A,B,A,Public
Agreeableness,Ruhuna,1.678,Medicine,Monaragala,A,A,A,,B,B,A,Public
Agreeableness,Ruhuna,1.699,Medicine,Monaragala,A,B,A,,A,B,B,Public
Conscientiousness,Ruhuna,1.598,Medicine,Monaragala,A,A,B,,A,A,A,Public
Conscientiousness,Ruhuna,1.678,Medicine,Monaragala,A,A,B,,A,A,A,Public
Conscientiousness,Ruhuna,1.689,Medicine,Monaragala,A,A,B,,A,B,A,Public
Conscientiousness,Ruhuna,1.679,Medicine,Monaragala,A,A,B,,B,B,A,Public
Conscientiousness,Ruhuna,1.398,Biological Science,Colombo,A,,B,,B,C,A,Public
Conscientiousness,Ruhuna,1.399,Biological Science,Colombo,A,A,A,,B,C,A,Public
Conscientiousness,Ruhuna,1.398,Biological Science,Colombo,B,A,A,,B,C,B,Public
Agreeableness,Ruhuna,1.398,Biological Science,Colombo,B,A,A,,B,C,B,Public
Agreeableness,Ruhuna,1.394,Biological Science,Colombo,A,A,A,,B,C,B,Public
Agreeableness,Ruhuna,1.394,Biological Science,Colombo,A,A,A,,B,C,B,Public
Agreeableness,Ruhuna,1.394,Biological Science,Colombo,A,A,A,,B,C,B,Public
Agreeableness,Ruhuna,1.424,Biological Science,Colombo,A,A,A,,B,C,B,Public
Agreeableness,Ruhuna,1.432,Biological Science,Colombo,A,A,A,,B,C,B,Public
Agreeableness,Ruhuna,1.367,Biological Science,Galle,A,A,A,,B,C,B,Public
Agreeableness,Ruhuna,1.368,Biological Science,Galle,A,A,A,,A,C,B,Public
Agreeableness,Ruhuna,1.369,Biological Science,Galle,A,A,A,,A,C,C  ,Public
,Ruhuna,1.378,Biological Science,Galle,A,A,A,,A,C,C,Public
,Ruhuna,1.372,Biological Science,Galle,B,A,A,,A,C,C,Public
,Ruhuna,1.376,Biological Science,Galle,B,A,A,,A,C,C,Public
,Ruhuna,1.371,Biological Science,Matara,B,A,A,,A,B,C,Public
,Ruhuna,1.379,Biological Science,Matara,B,A,A,,A,B,C,Public
,Ruhuna,1.378,Biological Science,Matara,B,A,A,,A,B,C,Public
,Ruhuna,1.379,Biological Science,Matara,B,A,A,,A,B,C,Public
,Ruhuna,1.389,Biological Science,Matara,A,A,A,,B,C,B,Public
,Ruhuna,1.381,Biological Science,Matara,A,A,A,,B,C,B,Public
,Ruhuna,1.384,Biological Science,Matara,A,A,A,,B,C,B,Public
,Ruhuna,1.369,Biological Science,Gampaha,A,A,A,,B,C,B,Public
,Ruhuna,1.371,Biological Science,Gampaha,A,A,A,,B,C,B,Public
,Ruhuna,1.372,Biological Science,Gampaha,A,A,A,,B,C,B,Public
,Ruhuna,1.376,Biological Science,Gampaha,A,A,A,,B,C,B,Public
,Ruhuna,1.379,Biological Science,Gampaha,A,A,A,,B,C,B,Public
,Ruhuna,1.378,Biological Science,Gampaha,A,A,B,,B,C,B,Public
,Ruhuna,1.374,Biological Science,Gampaha,A,A,B,,B,C,B,Public
,Ruhuna,1.374,Biological Science,Gampaha,A,A,B,,B,C,B,Public
,Ruhuna,1.386,Biological Science,Gampaha,A,A,B,,B,C,B,Public
,Ruhuna,1.372,Biological Science,Hambantota,A,A,B,,B,C,B,Public
,Ruhuna,1.373,Biological Science,Hambantota,A,A,B,,B,C,B,Public
,Ruhuna,1.374,Biological Science,Hambantota,A,A,A,,B,C,B,Public
,Ruhuna,1.379,Biological Science,Hambantota,A,A,A,,B,C,B,Public
,Ruhuna,1.375,Biological Science,Hambantota,A,A,A,,B,C,B,Public
,Ruhuna,1.376,Biological Science,Hambantota,A,A,A,,B,C,B,Public
,Ruhuna,1.381,Biological Science,Hambantota,A,A,A,,A,C,B,Public
,Ruhuna,1.382,Biological Science,Hambantota,A,A,A,,A,C,B,Public
,Ruhuna,1.381,Biological Science,Hambantota,A,A,A,,A,C,B,Public
